F1,F2,F3,F4,F5,F6,F7,F8,F9
-5.706735621970556588e-02,-1.766303715355026227e-01,-3.017731090645936476e-01,2.359291273357270458e-01,2.651296014084916219e-01,2.696949736525460772e-01,3.197402103755991321e-01,1.914700429411639870e-01,-9.219386270603029121e-02
-9.563671813139044964e-02,-1.714945228209018846e-01,-2.879880500826686451e-01,2.559826194207588945e-01,2.541989192828887911e-01,2.522301393258147839e-01,3.112834616460095072e-01,1.956937573037172695e-01,1.090969826159658151e-01
-8.595752419121477361e-02,-2.064282002986294329e-01,3.044507295563751437e-01,-2.519905380480632062e-01,-2.418387267407106356e-01,-2.200832431599550054e-01,-2.839550077798732586e-01,-1.760723488759103061e-01,-9.620906852917072982e-02
-1.352875379820853985e-01,-2.141293357855938995e-01,2.833767030910349094e-01,-2.555019036905022967e-01,-2.448600044198456227e-01,-2.133756810980785845e-01,-2.956563126604572211e-01,-1.968814677108192690e-01,8.860729860787969203e-02
-1.079557649608518105e-01,-1.978224815677246395e-01,2.813780039235789787e-01,-2.571416794330285138e-01,-2.472396255250812747e-01,-2.182415843613174644e-01,-3.273298656536489104e-01,1.961895946142775959e-01,-1.040877972439197552e-01
-8.035894880430949350e-02,-2.051959068208388803e-01,3.036853603683687952e-01,-2.547009915322689388e-01,-2.395331646174141405e-01,-2.324007817182353886e-01,-3.196320645140469097e-01,1.877451005509953863e-01,1.060147550322279447e-01
-1.050664496265796138e-01,-1.967723646184494357e-01,2.907018789134264147e-01,-2.492003175587695629e-01,-2.376668276723508944e-01,-2.279004691288154527e-01,2.961717240177109134e-01,-2.040845842917333730e-01,-1.139293742792793773e-01
-9.311352325602137436e-02,-2.154660174532410932e-01,2.927610906810619862e-01,-2.511152599337080349e-01,-2.577727051596540586e-01,-2.205563974945234373e-01,2.895349892357055310e-01,-2.111122946244794740e-01,9.848380731574053748e-02
-1.093624119965779656e-01,-2.029919831501446337e-01,2.865042418767978494e-01,-2.346399353029497148e-01,-2.281508325483504740e-01,-2.463532602171744357e-01,3.130850265469065641e-01,2.011201053121070281e-01,-1.134740107433974965e-01
-7.296332148088979785e-02,-1.915666756849680741e-01,2.729262087869383513e-01,-2.300508482099380414e-01,-2.426444254882677565e-01,-2.367556793527753056e-01,3.160829398473554708e-01,2.193673390207139529e-01,1.143536545110636904e-01
-9.812665500243121508e-02,-1.984399429387700142e-01,2.796414475931771060e-01,-2.584256686725173724e-01,-2.651531308321460889e-01,2.302294219454637803e-01,-3.079496556176691269e-01,-1.966749709742653951e-01,-8.721485646788723622e-02
-1.080479316797099687e-01,-2.033028790589876955e-01,2.945058111130248735e-01,-2.461209980189704716e-01,-2.450595421335802770e-01,2.195965225021073441e-01,-3.053008343120705570e-01,-2.050690332865116317e-01,9.279365574769173064e-02
-8.298802238268426779e-02,-2.173113956905121935e-01,2.843404610507116459e-01,-2.328961330888703052e-01,-2.474804041258007181e-01,2.279544197274256667e-01,-3.230207885014520497e-01,1.848956065015744388e-01,-6.842160275864882235e-02
-1.033710176786112600e-01,-1.816665348254868639e-01,2.833386477664304182e-01,-2.321752640345826346e-01,-2.434136072831956932e-01,2.178706483025921736e-01,-3.396285575288173209e-01,2.074806329396998994e-01,8.610875066083090168e-02
-1.229800051199346350e-01,-2.055984048190617752e-01,2.785394063963218536e-01,-2.361292627509574416e-01,-2.524078648212522147e-01,2.251814517202293808e-01,3.166677009825817346e-01,-1.958230325316412668e-01,-7.683131077220956007e-02
-1.174129925517820444e-01,-1.933097681232238130e-01,2.949629542282790062e-01,-2.461499543477486673e-01,-2.626753779705175429e-01,2.100737268518098888e-01,2.985102034579755759e-01,-2.291609759089550946e-01,7.918729270481773830e-02
-1.037626989401540800e-01,-1.974535683265890851e-01,2.631117892205905306e-01,-2.334884355029627490e-01,-2.378832163769581121e-01,2.428896129613703214e-01,3.349624475509194732e-01,2.041468497626469092e-01,-1.153585834116630654e-01
-9.259544905849521890e-02,-1.930520342104675435e-01,2.787039663407481771e-01,-2.369820592590131947e-01,-2.467002664144932744e-01,2.405664284992203028e-01,3.323630994464430999e-01,2.101981293535629680e-01,1.034300695053374380e-01
-9.882153829613060658e-02,-1.958600801203309316e-01,2.975043834858318581e-01,-2.397222260025020091e-01,2.418522093739536583e-01,-2.575743294491624757e-01,-2.872958668611199085e-01,-1.881187928190857783e-01,-9.408703335953677582e-02
-1.173593826660971895e-01,-2.070752656971286410e-01,3.094130651218859884e-01,-2.531527545040146987e-01,2.416903556987163859e-01,-2.293992410085751166e-01,-3.120438640063648572e-01,-1.860768959152921675e-01,9.861935323640404205e-02
-1.121210646038708070e-01,-1.865512197960613183e-01,2.899495229692636844e-01,-2.588466442835701264e-01,2.288223661661375197e-01,-2.431427386822093972e-01,-3.255156146091814917e-01,1.631691725666720161e-01,-8.381592479521743355e-02
-9.411760102025842900e-02,-2.155813134413951671e-01,2.754273738412486017e-01,-2.605920460077551515e-01,2.411009943266053113e-01,-2.366679077288220134e-01,-3.187810473777689668e-01,1.970160081683355047e-01,8.740599289360605206e-02
-9.542827228345036883e-02,-1.949036163868797245e-01,3.123480584155897688e-01,-2.471529569901259327e-01,2.577173293136801879e-01,-2.460913403804744493e-01,2.773210145452610909e-01,-1.848086973620330087e-01,-9.007947985708829319e-02
-9.713357424079688274e-02,-2.037707181989674432e-01,2.869113847602449696e-01,-2.400018071128393882e-01,2.531930185179978032e-01,-2.644092791871331949e-01,3.149108632278422859e-01,-2.103376042429178083e-01,9.560485558120038196e-02
-9.231157443017623532e-02,-2.077198008887561065e-01,3.024056341281223803e-01,-2.444802230858404979e-01,2.298554475083134929e-01,-2.407082112717244538e-01,3.238676140116948377e-01,2.096460638557833822e-01,-1.160489095180576441e-01
-9.674824840095146150e-02,-1.837836717437557332e-01,2.904278847222938054e-01,-2.549415379726913677e-01,2.437759631688490025e-01,-2.689429810933204879e-01,3.117604929344838793e-01,2.004764010763389892e-01,1.074320343226262964e-01
