Bit 1,Bit 2,Bit 3,Bit 4,Bit 5,Bit 6,Bit 7,Bit 8,Bit 9,Bit 10
4.248382285422666604e-02,3.118943359984129721e-02,-1.286392532961269652e-02,-1.137497542945447963e-02,-4.165126183772056498e-03,-2.167121156954662092e-02,2.783225956465388076e-02,-1.019392557942172366e-02,-8.639012615611363702e-03,-9.815245234218566983e-02
3.498489176557480207e-02,3.785653265823387542e-02,8.951262089082647052e-04,5.245748482339246399e-03,2.758703217148742934e-02,-1.114234093795636767e-02,1.501062008477429058e-02,4.694542787954917467e-04,-2.096916657566999173e-02,5.904039323420770535e-02
3.648297554417198607e-02,1.021100855941169637e-02,-2.729466170982730588e-02,-2.768769034332632575e-03,-1.285722460683774325e-03,-1.006717638939925823e-02,3.340451975122239736e-02,-2.181410611523587617e-02,-1.409093576216793181e-03,-7.198743924688280615e-02
4.243819190372491446e-02,2.026383295390229294e-02,1.576369862304820291e-02,-1.387596340546265114e-02,2.187595900528684079e-02,3.956364204902419746e-02,-2.805109368275974374e-02,1.502332383080916441e-02,-3.895469448530165801e-02,6.963096012759227571e-02
4.183571615637290270e-02,3.627734002120281548e-02,-1.946079730280080716e-02,1.451750667720916321e-02,2.473438819368862368e-02,3.056639438959067590e-02,-8.337893473895594291e-04,1.587499323192282166e-02,2.658200778029912170e-02,-7.405230160693110353e-02
5.710593387573767443e-02,2.513381632358552276e-02,-1.593244394021127441e-02,-1.171217874649905892e-02,1.405221266894647082e-02,2.746365874512526895e-02,1.107232069026409466e-03,3.063723154106353513e-02,-2.044525732750477210e-03,7.501147394343733732e-02
2.555206773234708351e-02,2.049549958691396570e-02,2.863243703921669343e-03,8.269558221591845337e-03,3.019054078605001509e-02,2.747118545322609073e-02,1.903156123670047759e-03,2.645515148767291214e-02,-8.415322412426354606e-03,-9.673464278559167073e-02
6.486172165775540288e-02,1.097396007672400003e-02,1.216427569178079975e-02,1.102399184527866512e-02,5.241646390034838607e-03,3.925626206433065896e-02,1.038463395621180667e-02,-1.552970216706816946e-02,1.917223518713914374e-02,6.815571777094034389e-02
6.428133485440705452e-02,2.462022478698651720e-02,-1.216080452709149967e-02,-2.723376166723251099e-02,1.475229422411505550e-02,4.232956321412614797e-02,-1.758848973005271848e-02,-2.541815868131826542e-02,1.447298672463223461e-02,-4.521865861303949602e-02
6.969933152898534490e-02,1.771292791327783514e-02,9.125991502438871234e-05,-1.128679327182555191e-03,4.028814152930364906e-02,2.224558887680509744e-02,-3.075864129071077466e-02,-4.023140231788285316e-03,-1.201195848034823654e-02,8.278826069948452826e-02
5.523011214604359176e-02,1.925171053358877213e-02,-6.367643606002079334e-03,2.357564103602352232e-02,1.706011475651867879e-02,2.346032280283878377e-02,-4.136504296963936650e-02,-3.630916009771887470e-02,-2.749075242763768592e-02,-7.489038804308272013e-02
6.026747801230421947e-02,2.532478070842589073e-03,-3.395418292902040169e-02,-1.033461020078953185e-02,7.356535816210306791e-03,2.964032569050297633e-02,1.678752559992400736e-02,-5.030242029806043791e-03,3.595990450921561499e-02,7.571559555080965842e-02
6.333914002469204219e-02,1.039313980696893007e-02,-3.019944102833479332e-02,-2.291449372939305396e-03,1.992365739993817372e-02,3.021983464528565574e-02,1.281679301950578755e-02,2.311731986733643260e-02,1.098152007662167064e-02,-5.946395503228325136e-02
4.920006187667266134e-02,2.589648178957979635e-02,6.538254151153887438e-03,3.130374511277544177e-03,1.724214182679432300e-02,1.430208002921865180e-02,1.912971834471571819e-02,3.643807400113694556e-02,-3.475723813814970975e-02,5.541260744064149119e-02
3.699777741075614690e-02,2.643283402793334541e-02,3.615373063649691705e-03,-2.309725368680925345e-02,4.608602040033021180e-02,3.336512858334718390e-02,1.206546073282438805e-02,1.932434543446783295e-02,-1.891577101583055004e-02,-7.534807701149912051e-02
3.547607107453323860e-02,5.205560365375421460e-03,1.366608346355953525e-02,-3.027688722247267109e-02,1.484240865066792890e-02,2.250575956358211865e-02,2.887336540103107793e-02,-1.259082705692831858e-02,1.244937849228338125e-02,8.447957591496066398e-02
4.197364651937230545e-02,1.793404661219275692e-02,5.622299762807101645e-04,-1.619099761788390327e-03,-4.895230056709829088e-03,2.622683481607147177e-02,1.268695898651545952e-02,6.975795493826497835e-03,1.903042864288518807e-02,-7.651469440491823204e-02
8.273435033972598163e-02,2.643444882725202658e-02,-6.219805032930063315e-03,8.627340273129608175e-03,6.691688395127372985e-03,2.280850669055510885e-02,1.555567619278080439e-02,-1.576024902912618458e-02,-2.158284981970645666e-02,9.126140176131576631e-02
7.312336763287714814e-02,3.630164619740349624e-02,2.879582543013152994e-04,2.758190775338028103e-02,-1.903117398604735767e-03,2.185951160794067163e-02,1.454036095004301171e-02,-2.039195618927259340e-02,-1.811439110113996151e-02,-8.157220357222268181e-02
5.596028213645871247e-02,4.217787101089322255e-02,1.272387449883325555e-02,-9.238040305402019092e-03,-5.802494160560428722e-03,1.429250086486528494e-02,-4.858726901251617103e-02,1.606347815714238717e-03,3.771274538275841415e-02,5.811522629643750548e-02
5.974464289684733309e-02,1.651157359444244827e-02,-3.078990885490685370e-05,2.650009996571762658e-02,1.572053578954996783e-02,-2.212798666386564875e-02,-1.885823936078207322e-02,3.439056270171892554e-02,2.008292867038151755e-02,-5.987960663398265299e-02
2.504424673663761813e-02,1.308781321436114711e-02,1.445407000207962582e-02,-4.584133308775378314e-03,7.819399009723018061e-04,-3.361547506223643705e-02,5.218508506995531452e-05,1.540192176041005681e-02,-1.079099696547033450e-02,6.163291239571789398e-02
4.521742465414325257e-02,1.794701330330673167e-02,-3.636523023659841286e-02,-2.291754074241053943e-02,-3.995976936819236811e-03,-1.557312217150987055e-02,-1.611380071192768451e-02,3.540383236647919041e-02,-1.779569915836665128e-02,-5.169456839908197210e-02
5.501391543203684731e-02,2.687533523169787289e-02,-3.967298081666361352e-03,1.181922795258040504e-02,-3.762725068176535348e-02,1.822627854532471448e-02,-9.322404791691945788e-03,-2.500527976814063622e-02,1.759114691841651840e-02,6.928230738270338418e-02
5.497467745239380255e-02,-1.261411782462645848e-02,2.098454131039652684e-03,1.500749798318943250e-02,-7.494561215160436621e-03,2.218949183036995291e-03,-9.933278903169496035e-03,-1.121818596854681944e-02,2.931079913730462103e-02,-4.463864632670760946e-02
3.370457223013972881e-02,2.284198723478256601e-02,-1.458141843699501533e-02,-1.262943607193075732e-02,-7.544878886210618432e-03,-2.093013999510831211e-02,-2.309174632986258496e-02,-1.303476350123118806e-02,-2.165899642638302591e-02,6.501459306499535185e-02
8.681036099730449207e-02,2.445317251079052318e-02,7.691483947848716876e-03,4.785779751159632313e-03,-2.168247625373250290e-02,-2.587524928257839765e-02,-4.369261154468792943e-03,-4.083720872958641890e-02,-6.155287066373824577e-03,-7.904648903438545038e-02
5.169004660603741808e-02,-1.652229731797960513e-04,-1.921817526540570836e-02,1.327178750426664250e-02,-1.182258104934278201e-02,-4.826541440861787519e-02,-1.041734858454528879e-02,-2.057823288303213733e-04,5.365735801242136824e-03,5.722549452548943150e-02
4.143100295727893123e-02,-6.563204651067445182e-03,5.004516765920921824e-03,-4.619200361005181324e-04,-1.926995619672756607e-02,-2.527972977991099768e-02,2.287122530334380344e-02,2.390260955152378151e-03,4.557256830463357784e-03,-4.989253255033913176e-02
5.050829059357116874e-02,1.850381963317244624e-02,1.862641729872314272e-02,-2.499029615361210779e-02,-2.113958744535456014e-02,-3.666177502885828443e-02,2.291212115669495966e-02,8.466631417587012348e-03,-2.379313418482442363e-02,5.573486038706974843e-02
6.720556067475885742e-02,1.366111779532463988e-02,-2.069905469111041601e-03,1.195194911571642593e-02,-1.826840920206436458e-02,-2.632872119438606912e-02,2.558804860894908773e-02,-5.824359370647277934e-03,-1.354774390112625576e-03,-5.663339584066666432e-02
6.048719301680628019e-02,2.516630713815604797e-02,5.015179574466228918e-02,-1.925964519513874082e-02,-2.977439128253277570e-02,-8.453398464421741504e-03,2.575105033980019595e-02,9.702158399660727045e-03,1.342204614841174121e-02,8.615992727003399243e-02
